fg_price_low,Close,num_days_gt_50d_ma,High,num_days_gt_10d_ma,,price
0.0121,0.0121,15,0.0121,1,,0.08
0.0121,0.0121,2,0.0121,1,,1.7
0.0121,0.0121,,0.0121,,,22.18
0.0121,0.0121,18,0.0121,3,,2.25
0.0121,0.0121,26,0.0121,5,,9.36
0.0121,0.0121,0,0.0121,0,,0.0001
0.0121,0.0121,5,0.0121,3,,0.086
0.0121,0.0121,0,0.0121,0,,72.24
0.0121,0.0121,,0.0121,,,7.375
0.0121,0.0121,24,0.0121,5,,1.11
0.0121,0.0121,28,0.0121,4,,0.0009
0.0121,0.0121,15,0.0121,3,,77.97
0.0121,0.0121,21,0.0121,6,,0.0085
0.0121,0.0121,,0.0121,,,0.0002
0.0121,0.0121,13,0.0121,6,,17.13
0.0121,0.0121,22,0.0121,4,,1014
0.0121,0.0121,28,0.0121,4,,2.93
0.0121,0.0121,29,0.0121,7,,0.11
0.0121,0.0121,2,0.0121,0,,1.7
0.0121,0.0121,33,0.0121,6,,33.19
0.0121,0.0121,2,0.0121,1,,28.035
0.0121,0.0121,,0.0121,,,44.86
0.0121,0.0121,3,0.0121,0,,0.0014
0.0121,0.0121,21,0.0121,4,,0.0775
0.0121,0.0121,,0.0121,,,0.004
0.0121,0.0121,4,0.0121,3,,0.058
0.0121,0.0121,21,0.0121,0,,0.055
0.0121,0.0121,18,0.0121,5,,0.925
0.0121,0.0121,30,0.0121,4,,1.7
0.0121,0.0121,11,0.0121,3,,50.09
0.0121,0.0121,28,0.0121,2,,0.00075
0.0121,0.0121,24,0.0121,4,,0.0001
0.0121,0.0121,20,0.0121,2,,48.57
0.0121,0.0121,23,0.0121,5,,0.0244
0.0121,0.0121,22,0.0121,6,,0.0055
0.0121,0.0121,19,0.0121,7,,0.0083
0.0121,0.0121,13,0.0121,5,,17.3
0.0121,0.0121,30,0.0121,4,,16.99
0.0121,0.0121,15,0.0121,3,,108.35
0.0121,0.0121,3,0.0121,0,,0.008
0.0121,0.0121,0,0.0121,0,,111.31
0.0121,0.0121,21,0.0121,4,,541.22
0.0121,0.0121,9,0.0121,2,,49.08
0.0121,0.0121,34,0.0121,5,,52.77
0.0121,0.0121,25,0.0121,5,,0.023
0.0121,0.0121,23,0.0121,4,,1.65
0.0121,0.0121,26,0.0121,5,,4
0.0121,0.0121,,0.0121,,,8.36
0.0121,0.0121,17,0.0121,2,,0.011
0.0121,0.0121,27,0.0121,5,,0.0004
0.0121,0.0121,25,0.0121,6,,1.42
0.0121,0.0121,0,0.0121,0,,52.14
0.0121,0.0121,36,0.0121,5,,0.044
0.0121,0.0121,16,0.0121,0,,3.8
0.0121,0.0121,0,0.0121,0,,4083.12
0.0121,0.0121,33,0.0121,3,,139.3
0.0121,0.0121,26,0.0121,9,,24.68
0.0121,0.0121,25,0.0121,6,,17.69
0.0121,0.0121,,0.0121,,,43.35
0.0121,0.0121,26,0.0121,6,,17.1
0.0121,0.0121,1,0.0121,1,,0.0148
0.0121,0.0121,2,0.0121,1,,24.7
0.0121,0.0121,20,0.0121,5,,0.0001
0.0121,0.0121,28,0.0121,5,,9.2
0.0121,0.0121,24,0.0121,5,,0.771
0.0121,0.0121,,0.0121,,,0.0009
0.0121,0.0121,,0.0121,,,1.375
0.0121,0.0121,31,0.0121,6,,48.64
0.0121,0.0121,,0.0121,,,24.32
0.0121,0.0121,,0.0121,,,0.00015
0.0121,0.0121,,0.0121,,,2.06
0.0121,0.0121,26,0.0121,4,,1.00E-06
0.0121,0.0121,26,0.0121,5,,5.44
0.0121,0.0121,24,0.0121,4,,0.004
0.0121,0.0121,24,0.0121,4,,31
0.0121,0.0121,8,0.0121,0,,17.16
0.0121,0.0121,,0.0121,,,182.77
0.0121,0.0121,25,0.0121,3,,0.003
0.0121,0.0121,35,0.0121,6,,45.39
0.0121,0.0121,28,0.0121,6,,0.0002
0.0121,0.0121,,0.0121,,,0.00315
0.0121,0.0121,9,0.0121,5,,0.0155
0.0121,0.0121,19,0.0121,3,,1.775
0.0121,0.0121,1,0.0121,1,,26.46
0.0121,0.0121,24,0.0121,5,,14.02
0.0121,0.0121,31,0.0121,3,,0.00165
0.0121,0.0121,25,0.0121,3,,204
0.0121,0.0121,,0.0121,,,21.8
0.0121,0.0121,34,0.0121,3,,0.38
0.0121,0.0121,24,0.0121,5,,18.44
0.0121,0.0121,20,0.0121,6,,0.075
0.0121,0.0121,,0.0121,,,0.27755
0.0121,0.0121,32,0.0121,5,,0.1
0.0121,0.0121,24,0.0121,5,,12.74
0.0121,0.0121,,0.0121,,,0.0042
0.0121,0.0121,26,0.0121,3,,0.275
0.0121,0.0121,21,0.0121,4,,5
0.0121,0.0121,,0.0121,,,124.81
0.0121,0.0121,27,0.0121,4,,0.0001
0.0121,0.0121,26,0.0121,4,,0.0001
0.0121,0.0121,0,0.0121,0,,44.35
0.0121,0.0121,1,0.0121,0,,0.0017
0.0121,0.0121,16,0.0121,3,,0.00525
0.0121,0.0121,24,0.0121,4,,89.93
0.0121,0.0121,,0.0121,,,8.8
0.0121,0.0121,34,0.0121,5,,0.3432
0.0121,0.0121,23,0.0121,6,,0.003
0.0121,0.0121,,0.0121,,,2.525
0.0121,0.0121,32,0.0121,5,,0.0055
0.0121,0.0121,,0.0121,,,8.27
0.0121,0.0121,,0.0121,,,0.055
0.0121,0.0121,22,0.0121,7,,2.55
0.0121,0.0121,4,0.0121,2,,2.46
0.0121,0.0121,29,0.0121,5,,0.0003
0.0121,0.0121,,0.0121,,,42.79
0.0113,0.0113,2,0.0113,1,,0.0001
0.0113,0.0113,25,0.0113,5,,0.00015
0.0113,0.0113,28,0.0113,3,,0.031
0.0113,0.0113,27,0.0113,4,,60.75
0.0113,0.0113,25,0.0113,6,,12.94
0.0113,0.0113,4,0.0113,0,,5.785
0.0113,0.0113,,0.0113,,,12.275
0.0113,0.0113,14,0.0113,4,,11.55
0.0113,0.0113,26,0.0113,2,,14.33
0.0113,0.0113,3,0.0113,0,,0.0016
0.0113,0.0113,26,0.0113,5,,0.9104
0.0113,0.0113,3,0.0113,0,,1.00E-05
0.0113,0.0113,25,0.0113,4,,0.315
0.0113,0.0113,27,0.0113,6,,21.36
0.0113,0.0113,21,0.0113,6,,2.48
0.0113,0.0113,23,0.0113,5,,68.81
0.0113,0.0113,0,0.0113,0,,0.01535
0.0113,0.0113,31,0.0113,3,,23.75
0.0113,0.0113,25,0.0113,6,,0.255
0.0113,0.0113,1,0.0113,0,,3.09
0.0113,0.0113,,0.0113,,,13.69
0.0113,0.0113,29,0.0113,5,,0.31
0.0113,0.0113,2,0.0113,0,,0.0003
0.0113,0.0113,23,0.0113,2,,0.0475
0.0113,0.0113,,0.0113,,,21.12
0.0113,0.0113,36,0.0113,5,,240
0.0113,0.0113,22,0.0113,7,,4.84
0.0113,0.0113,14,0.0113,3,,0.0151
0.0113,0.0113,21,0.0113,6,,0.008
0.0113,0.0113,9,0.0113,2,,7.61
0.0113,0.0113,,0.0113,,,1.39
0.0113,0.0113,,0.0113,,,35.77
0.0113,0.0113,2,0.0113,0,,180.92
0.0113,0.0113,30,0.0113,4,,0.023
0.0113,0.0113,0,0.0113,0,,19.45
0.0113,0.0113,0,0.0113,0,,0.0004
0.0113,0.0113,21,0.0113,4,,13.43
0.0113,0.0113,10,0.0113,0,,0.0029
0.0113,0.0113,22,0.0113,5,,0.32
0.0113,0.0113,24,0.0113,4,,12.51
0.0113,0.0113,30,0.0113,4,,0.00194
0.0113,0.0113,29,0.0113,5,,7.57
0.0113,0.0113,17,0.0113,2,,23.72
0.0113,0.0113,21,0.0113,4,,22.275
0.0113,0.0113,15,0.0113,3,,12.46
0.0113,0.0113,13,0.0113,7,,31.14
0.0113,0.0113,23,0.0113,3,,156.72
0.0113,0.0113,26,0.0113,4,,4.71
0.0113,0.0113,24,0.0113,6,,0.005
0.0113,0.0113,28,0.0113,4,,0.02
0.0113,0.0113,0,0.0113,0,,29.99
0.0113,0.0113,22,0.0113,6,,0.575
0.0113,0.0113,,0.0113,,,1.05
0.0113,0.0113,25,0.0113,4,,0.0001
0.0113,0.0113,32,0.0113,2,,0.01
0.0113,0.0113,25,0.0113,3,,69.01
0.0113,0.0113,18,0.0113,4,,0.09
0.0113,0.0113,14,0.0113,2,,0.002
0.0113,0.0113,20,0.0113,6,,0.0085
0.0113,0.0113,0,0.0113,0,,29.94
0.0113,0.0113,27,0.0113,7,,7.9
0.0113,0.0113,30,0.0113,4,,1.00E-05
0.0113,0.0113,20,0.0113,6,,10.59
0.0113,0.0113,15,0.0113,1,,0.01
0.0113,0.0113,6,0.0113,0,,0.00455
0.0113,0.0113,,0.0113,,,3.52
0.0113,0.0113,23,0.0113,6,,3.54
0.0113,0.0113,16,0.0113,4,,7.5
0.0113,0.0113,0,0.0113,0,,2.73
0.0113,0.0113,1,0.0113,0,,92.5
0.0113,0.0113,,0.0113,,,0.008
0.0113,0.0113,0,0.0113,0,,25.98
0.0113,0.0113,6,0.0113,4,,213.85
0.0113,0.0113,0,0.0113,0,,3.75
0.0113,0.0113,,0.0113,,,0.0002
0.0113,0.0113,0,0.0113,0,,180.74
0.0113,0.0113,31,0.0113,5,,0.04
0.0113,0.0113,2,0.0113,0,,87.35
0.0113,0.0113,21,0.0113,5,,0.0001
0.0113,0.0113,22,0.0113,4,,12.38
0.0113,0.0113,,0.0113,,,0.0008
0.0113,0.0113,24,0.0113,3,,16.36
0.0113,0.0113,24,0.0113,3,,0.0696
0.0113,0.0113,31,0.0113,5,,49.5
0.0113,0.0113,29,0.0113,4,,74.66
0.0113,0.0113,25,0.0113,5,,0.0015
0.0113,0.0113,22,0.0113,4,,10.105
0.0113,0.0113,24,0.0113,3,,6.8
0.0113,0.0113,4,0.0113,0,,31.25
0.0113,0.0113,17,0.0113,4,,0.0006
0.0113,0.0113,14,0.0113,4,,25.11
0.0113,0.0113,26,0.0113,5,,0.0085
0.0113,0.0113,,0.0113,,,6.2
0.0113,0.0113,19,0.0113,2,,0.086
0.0113,0.0113,23,0.0113,7,,0.00345
0.0113,0.0113,31,0.0113,6,,0.0446
0.0113,0.0113,18,0.0113,4,,0.0005
0.0113,0.0113,27,0.0113,5,,0.165
0.0113,0.0113,25,0.0113,5,,21.69
0.0113,0.0113,30,0.0113,5,,12.56
0.0113,0.0113,29,0.0113,4,,0.016
0.0113,0.0113,29,0.0113,4,,0.0002
0.0113,0.0113,39,0.0113,6,,0.001
0.0113,0.0113,27,0.0113,5,,3.38
0.0113,0.0113,2,0.0113,0,,1.7
0.0113,0.0113,20,0.0113,5,,1.00E-06
0.0113,0.0113,1,0.0113,1,,1.6
0.0113,0.0113,22,0.0113,5,,0.002
0.0113,0.0113,28,0.0113,3,,10.4999895
0.0113,0.0113,,0.0113,,,4.49
0.0113,0.0113,0,0.0113,0,,25
0.0113,0.0113,23,0.0113,4,,0.05
0.0113,0.0113,27,0.0113,5,,0.1099
0.0113,0.0113,19,0.0113,0,,0.61
0.0113,0.0113,30,0.0113,4,,0.0825
0.0113,0.0113,6,0.0113,0,,29.78
0.0113,0.0113,10,0.0113,2,,0.0688
0.0113,0.0113,22,0.0113,6,,0.28
0.0113,0.0113,21,0.0113,4,,1.835
0.0113,0.0113,25,0.0113,5,,7.91
0.0113,0.0113,,0.0113,,,0.0005
0.0113,0.0113,,0.0113,,,0.0013
0.0113,0.0113,31,0.0113,3,,0.00245
0.0113,0.0113,23,0.0113,6,,0.00275
0.0113,0.0113,8,0.0113,1,,0.021
0.0113,0.0113,19,0.0113,5,,13.05
0.0113,0.0113,6,0.0113,0,,5.72
0.0113,0.0113,29,0.0113,8,,12.27
0.0113,0.0113,1,0.0113,0,,2.12
0.0113,0.0113,33,0.0113,5,,1.4
0.0113,0.0113,,0.0113,,,2.72
0.0113,0.0113,,0.0113,,,0.075
0.0113,0.0113,25,0.0113,4,,20.72
0.0113,0.0113,21,0.0113,4,,3.69
0.0113,0.0113,5,0.0113,0,,0.08
0.0113,0.0113,24,0.0113,5,,0.0044
0.0113,0.0113,22,0.0113,5,,1.00E-06
0.0113,0.0113,6,0.0113,0,,1.00E-06
0.0113,0.0113,,0.0113,,,7.48
0.0113,0.0113,,0.0113,,,15.15
0.0113,0.0113,8,0.0113,4,,9.78
0.0113,0.0113,25,0.0113,4,,11.79
0.0113,0.0113,7,0.0113,0,,20.85
0.0113,0.0113,20,0.0113,5,,21.3
0.0113,0.0113,50,0.0113,10,,0.02455
0.0113,0.0113,0,0.0113,0,,0.00015
0.0113,0.0113,1,0.0113,0,,3.9
0.0113,0.0113,,0.0113,,,1.01
0.0113,0.0113,14,0.0113,4,,0.47805
0.0113,0.0113,26,0.0113,5,,0.01675
0.0113,0.0113,4,0.0113,0,,1.85
0.0113,0.0113,20,0.0113,4,,22.32
0.0113,0.0113,25,0.0113,6,,59.11
0.0113,0.0113,21,0.0113,4,,3.4
0.0113,0.0113,17,0.0113,5,,31.03
0.0113,0.0113,23,0.0113,5,,4.95
0.0113,0.0113,29,0.0113,4,,5.01
0.0113,0.0113,,0.0113,,,12.06
0.0113,0.0113,26,0.0113,4,,59.7
0.0113,0.0113,25,0.0113,5,,3.84
0.0113,0.0113,12,0.0113,1,,5.04
0.0113,0.0113,28,0.0113,4,,0.028
0.0113,0.0113,21,0.0113,4,,0.995
0.0113,0.0113,23,0.0113,4,,14.74
0.0113,0.0113,0,0.0113,1,,461.08
0.0113,0.0113,30,0.0113,6,,2.61
0.0113,0.0113,17,0.0113,4,,0.0039
0.0113,0.0113,,0.0113,,,2.75
0.0113,0.0113,19,0.0113,4,,0.695
0.0113,0.0113,4,0.0113,0,,3.9
0.0113,0.0113,,0.0113,,,12.8
0.0113,0.0113,21,0.0113,5,,11.01
0.0113,0.0113,30,0.0113,6,,0.018
0.0113,0.0113,15,0.0113,4,,4.11
0.0113,0.0113,27,0.0113,4,,0.024
0.0113,0.0113,19,0.0113,6,,2.06
0.0113,0.0113,26,0.0113,4,,7.495
0.0113,0.0113,33,0.0113,6,,34.15
0.0113,0.0113,29,0.0113,5,,0.023
0.0113,0.0113,7,0.0113,2,,0.011
0.0113,0.0113,15,0.0113,4,,2.14
0.0113,0.0113,31,0.0113,4,,0.04
0.0113,0.0113,,0.0113,,,77.61
0.0113,0.0113,20,0.0113,4,,73.5
0.0113,0.0113,17,0.0113,4,,0.0084
0.0113,0.0113,2,0.0113,1,,5.41
0.0113,0.0113,22,0.0113,4,,4.59
0.0113,0.0113,27,0.0113,5,,20.96
0.0113,0.0113,18,0.0113,5,,0.071
0.0113,0.0113,1,0.0113,0,,2.1
0.0113,0.0113,0,0.0113,0,,72.65
0.0113,0.0113,8,0.0113,2,,0.25
0.0113,0.0113,32,0.0113,4,,12.17
0.0113,0.0113,,0.0113,,,6.5
0.0113,0.0113,,0.0113,,,29.7501
0.0113,0.0113,23,0.0113,5,,0.055
0.0113,0.0113,24,0.0113,4,,11.46
0.0113,0.0113,0,0.0113,0,,56.28
0.0113,0.0113,32,0.0113,3,,0.0001
0.0113,0.0113,21,0.0113,3,,4.05
0.0113,0.0113,,0.0113,,,0.38
0.0113,0.0113,16,0.0113,5,,0.72
0.0113,0.0113,31,0.0113,4,,0.055
0.0113,0.0113,29,0.0113,4,,0.0023
0.0113,0.0113,27,0.0113,5,,36.17
0.0113,0.0113,35,0.0113,2,,0.0014
0.0113,0.0113,22,0.0113,3,,9.89
0.0113,0.0113,22,0.0113,5,,14.55
0.0113,0.0113,,0.0113,,,0.093
0.0113,0.0113,14,0.0113,1,,20.66
0.0113,0.0113,,0.0113,,,5.74
0.0113,0.0113,25,0.0113,5,,0.0305
0.0113,0.0113,27,0.0113,4,,11.46
0.0113,0.0113,14,0.0113,2,,0.26495
0.0113,0.0113,,0.0113,,,0.0078
0.0113,0.0113,3,0.0113,1,,0.1595
0.0113,0.0113,20,0.0113,7,,0.022
0.0113,0.0113,17,0.0113,1,,18.975
0.0113,0.0113,22,0.0113,4,,1.76
0.0113,0.0113,0,0.0113,0,,11.7
0.0113,0.0113,,0.0113,,,0.0038
0.0113,0.0113,21,0.0113,5,,40.36
0.0113,0.0113,28,0.0113,4,,2.47
0.0113,0.0113,10,0.0113,3,,10.01
0.0113,0.0113,31,0.0113,7,,21.11
0.0113,0.0113,10,0.0113,2,,21.32
0.0113,0.0113,0,0.0113,0,,0.0094
0.0113,0.0113,34,0.0113,5,,5.98
0.0113,0.0113,0,0.0113,2,,0.0001
0.0113,0.0113,14,0.0113,5,,9.87
0.0113,0.0113,13,0.0113,0,,0.0001
0.0113,0.0113,22,0.0113,4,,0.2418
0.0113,0.0113,0,0.0113,0,,9.52
0.0113,0.0113,26,0.0113,5,,0.2
0.0113,0.0113,26,0.0113,6,,0.7
0.0113,0.0113,24,0.0113,7,,17.08
0.0113,0.0113,29,0.0113,5,,1.00E-06
0.0113,0.0113,17,0.0113,4,,47.66
0.0113,0.0113,27,0.0113,6,,6.09
0.0113,0.0113,,0.0113,,,37.71
0.0113,0.0113,25,0.0113,6,,17.4
0.0113,0.0113,19,0.0113,5,,0.0098
0.0113,0.0113,18,0.0113,6,,1.00E-06
0.0113,0.0113,3,0.0113,0,,2.59
0.0113,0.0113,20,0.0113,3,,244.75
0.0113,0.0113,6,0.0113,1,,0.002
0.0113,0.0113,29,0.0113,4,,55
0.0113,0.0113,26,0.0113,7,,0.0032
0.0113,0.0113,0,0.0113,0,,40.51
0.0113,0.0113,27,0.0113,4,,0.068
0.0113,0.0113,26,0.0113,3,,8.09
0.0113,0.0113,17,0.0113,4,,0.2
0.0113,0.0113,30,0.0113,3,,6.77
0.0113,0.0113,27,0.0113,5,,2
0.0113,0.0113,26,0.0113,5,,0.0208
0.0113,0.0113,0,0.0113,0,,8.95
0.0113,0.0113,14,0.0113,4,,57.52
0.0113,0.0113,0,0.0113,0,,1.78
0.0113,0.0113,17,0.0113,2,,5000
0.0113,0.0113,30,0.0113,4,,1.375
0.0113,0.0113,8,0.0113,2,,311.3
0.0113,0.0113,26,0.0113,5,,3.1
0.0113,0.0113,12,0.0113,4,,5.68
0.0113,0.0113,0,0.0113,0,,79.77
0.0113,0.0113,,0.0113,,,51.83
0.0113,0.0113,22,0.0113,3,,13.25
0.0113,0.0113,20,0.0113,5,,10.55
0.0113,0.0113,3,0.0113,2,,10.31
0.0113,0.0113,31,0.0113,7,,4.40E-05
0.0113,0.0113,1,0.0113,0,,0.07505
0.0113,0.0113,20,0.0113,0,,5.69
0.0113,0.0113,24,0.0113,5,,8.88
0.0113,0.0113,20,0.0113,3,,8.15
0.0113,0.0113,25,0.0113,5,,36.42
0.0113,0.0113,,0.0113,,,10.79
0.0113,0.0113,30,0.0113,2,,0.0006
0.0113,0.0113,17,0.0113,4,,5.31
0.0113,0.0113,4,0.0113,0,,1.52
0.0113,0.0113,24,0.0113,3,,10.54
0.0113,0.0113,2,0.0113,0,,47
0.0113,0.0113,8,0.0113,5,,9.51
0.0113,0.0113,,0.0113,,,7.05
0.0113,0.0113,23,0.0113,5,,3.79
0.0113,0.0113,0,0.0113,0,,1.29
0.0113,0.0113,22,0.0113,4,,2.48
0.0113,0.0113,,0.0113,,,2.43
0.0113,0.0113,2,0.0113,0,,0.00015
0.0113,0.0113,25,0.0113,5,,10.09
0.0113,0.0113,11,0.0113,4,,85.28
0.0113,0.0113,28,0.0113,4,,8.79
0.0113,0.0113,3,0.0113,3,,0.00825
0.0113,0.0113,2,0.0113,0,,9.39
0.0113,0.0113,25,0.0113,6,,0.005
0.0113,0.0113,1,0.0113,0,,42.1
0.0113,0.0113,26,0.0113,5,,0.305
0.0113,0.0113,10,0.0113,5,,3.35
0.0113,0.0113,36,0.0113,5,,29.25
0.0113,0.0113,,0.0113,,,0.0007
0.0113,0.0113,17,0.0113,3,,0.074
0.0113,0.0113,0,0.0113,0,,0.04715
0.0113,0.0113,1,0.0113,1,,97000
0.0113,0.0113,33,0.0113,4,,0.5
0.0113,0.0113,31,0.0113,5,,0.00325
0.0113,0.0113,23,0.0113,4,,60.12
0.0113,0.0113,13,0.0113,5,,9.9
0.0113,0.0113,16,0.0113,5,,12.07
0.0113,0.0113,24,0.0113,5,,0.425
0.0113,0.0113,,0.0113,,,0.04
0.0113,0.0113,21,0.0113,5,,5.66
0.0113,0.0113,,0.0113,,,0.0334
0.0113,0.0113,31,0.0113,3,,161.42
0.0113,0.0113,33,0.0113,5,,4.93
0.0113,0.0113,10,0.0113,2,,0.226
0.0113,0.0113,25,0.0113,6,,9.01
0.0113,0.0113,19,0.0113,0,,0.00135
0.0113,0.0113,33,0.0113,6,,27.11
0.0113,0.0113,,0.0113,,,12.395
0.0113,0.0113,22,0.0113,6,,24.105
0.0113,0.0113,1,0.0113,0,,74.15
0.0113,0.0113,,0.0113,,,145
0.0113,0.0113,33,0.0113,4,,28.6
0.0113,0.0113,22,0.0113,7,,18.71
0.0113,0.0113,34,0.0113,6,,0.0006
0.0113,0.0113,,0.0113,,,0.15
0.0113,0.0113,33,0.0113,4,,8.82
0.0113,0.0113,0,0.0113,0,,2.915435
0.0113,0.0113,25,0.0113,5,,13.57
0.0113,0.0113,2,0.0113,1,,1.00E-06
0.0113,0.0113,0,0.0113,0,,0.021
0.0113,0.0113,,0.0113,,,0.00025
0.0113,0.0113,21,0.0113,3,,0.0001
0.0113,0.0113,,0.0113,,,2.925
0.0113,0.0113,1,0.0113,4,,2.33
0.0113,0.0113,23,0.0113,4,,0.0001
0.0113,0.0113,2,0.0113,0,,9.36
0.0113,0.0113,28,0.0113,6,,27.15
0.0113,0.0113,26,0.0113,4,,12.53
0.0113,0.0113,30,0.0113,5,,21
0.0113,0.0113,18,0.0113,3,,26.275
0.0113,0.0113,0,0.0113,0,,15.43
0.0113,0.0113,28,0.0113,4,,11.175
0.0113,0.0113,27,0.0113,3,,19.09
0.0113,0.0113,17,0.0113,0,,0.01275
0.0113,0.0113,,0.0113,,,7.09
0.0113,0.0113,,0.0113,,,0.0009
0.0113,0.0113,31,0.0113,3,,1.49
0.0113,0.0113,,0.0113,,,0.185
0.0113,0.0113,7,0.0113,0,,1.1
0.0113,0.0113,9,0.0113,0,,54.91
0.0113,0.0113,,0.0113,,,121.04
0.0113,0.0113,29,0.0113,3,,189
0.0113,0.0113,28,0.0113,4,,0.5539
0.0113,0.0113,,0.0113,,,7.31
0.0113,0.0113,20,0.0113,5,,0.05
0.0113,0.0113,,0.0113,,,194.38
0.0113,0.0113,26,0.0113,4,,72.7
0.0113,0.0113,28,0.0113,4,,138.6
0.0113,0.0113,24,0.0113,5,,0.5175
0.0113,0.0113,7,0.0113,2,,6.98
0.0113,0.0113,13,0.0113,3,,0.00195
0.0113,0.0113,19,0.0113,6,,0.05
0.0113,0.0113,9,0.0113,2,,7.05
0.0113,0.0113,23,0.0113,5,,32.92
0.0113,0.0113,33,0.0113,3,,31.62
0.0113,0.0113,,0.0113,,,3.198
0.0113,0.0113,,0.0113,,,1.3076
0.0113,0.0113,24,0.0113,5,,1.05
0.0113,0.0113,0,0.0113,0,,32.12
0.0113,0.0113,12,0.0113,1,,10.8
0.0113,0.0113,,0.0113,,,6.325
0.0113,0.0113,23,0.0113,6,,10.25
0.0113,0.0113,10,0.0113,2,,34.76593
0.0113,0.0113,0,0.0113,0,,40.27
0.0113,0.0113,14,0.0113,3,,0.0128
0.0113,0.0113,0,0.0113,0,,34.62
0.0113,0.0113,24,0.0113,4,,13.41
0.0113,0.0113,,0.0113,,,1
0.0113,0.0113,26,0.0113,3,,0.7398
0.0113,0.0113,2,0.0113,0,,4.38
0.0113,0.0113,12,0.0113,5,,34.76
0.0113,0.0113,26,0.0113,4,,7.65
0.0113,0.0113,10,0.0113,3,,8.44
0.0113,0.0113,0,0.0113,0,,0.0031
0.0113,0.0113,21,0.0113,4,,0.9385
0.0113,0.0113,16,0.0113,6,,0.00465
0.0113,0.0113,0,0.0113,0,,0.0202
0.0113,0.0113,25,0.0113,5,,0.0004
0.0113,0.0113,,0.0113,,,12.75
0.0113,0.0113,1,0.0113,0,,24.44
0.0113,0.0113,32,0.0113,4,,105.55
0.0113,0.0113,9,0.0113,4,,12.2
0.0113,0.0113,21,0.0113,5,,2.52
0.0113,0.0113,26,0.0113,6,,58.12
0.0113,0.0113,26,0.0113,4,,6.69
0.0113,0.0113,9,0.0113,1,,0.011
0.0113,0.0113,,0.0113,,,0.0008
0.0113,0.0113,18,0.0113,3,,138.99
0.0113,0.0113,,0.0113,,,0.10275
0.0113,0.0113,24,0.0113,7,,0.0325
0.0113,0.0113,1,0.0113,0,,15.15
0.0113,0.0113,22,0.0113,5,,0.07505
0.0113,0.0113,21,0.0113,6,,0.0122
0.0113,0.0113,4,0.0113,1,,0.0009
0.0113,0.0113,31,0.0113,3,,0.0001
0.0113,0.0113,,0.0113,,,0.51
0.0113,0.0113,28,0.0113,5,,1.00E-06
0.0113,0.0113,21,0.0113,4,,0.0072
0.0113,0.0113,27,0.0113,4,,0.0001
0.0113,0.0113,1,0.0113,0,,8.1
0.0113,0.0113,22,0.0113,4,,2.92
0.0113,0.0113,23,0.0113,6,,29.43
0.0113,0.0113,19,0.0113,4,,0.0001
0.0113,0.0113,,0.0113,,,0.096
0.0113,0.0113,16,0.0113,1,,0.0001
0.0113,0.0113,20,0.0113,3,,94.67
0.0113,0.0113,,0.0113,,,0.0855
0.0113,0.0113,8,0.0113,1,,7.08
0.0113,0.0113,9,0.0113,2,,0.02875
0.0113,0.0113,13,0.0113,2,,38
0.0113,0.0113,13,0.0113,5,,17.52
0.0113,0.0113,22,0.0113,5,,1
0.0113,0.0113,5,0.0113,1,,0.0006
0.0113,0.0113,16,0.0113,5,,0.00536
0.0113,0.0113,31,0.0113,4,,5.77
0.0113,0.0113,24,0.0113,3,,0.0001
0.0113,0.0113,19,0.0113,5,,202.34
0.0113,0.0113,0,0.0113,0,,3.51
0.0113,0.0113,19,0.0113,4,,36.67
0.0113,0.0113,15,0.0113,1,,0.08
0.0113,0.0113,30,0.0113,4,,0.0266
0.0113,0.0113,8,0.0113,2,,3
0.0113,0.0113,6,0.0113,0,,0.45
0.0113,0.0113,24,0.0113,5,,3
0.0113,0.0113,0,0.0113,0,,6.34
0.0113,0.0113,25,0.0113,3,,0.0001
0.0113,0.0113,26,0.0113,5,,2.14
0.0113,0.0113,18,0.0113,4,,0.01155
0.0113,0.0113,,0.0113,,,46.29
0.0113,0.0113,26,0.0113,6,,0.0001
0.0125,0.0125,27,0.0125,4,,0.61
0.0125,0.0125,23,0.0125,5,,0.0061
0.0125,0.0125,27,0.0125,5,,0.13
0.0125,0.0125,17,0.0125,6,,32.13
0.0125,0.0125,,0.0125,,,0.0015
0.0126,0.0126,12,0.0126,6,,0.0001
0.0126,0.0126,22,0.0126,5,,0.915
0.0126,0.0126,11,0.0126,2,,1.43
0.0126,0.0126,,0.0126,,,26.35
0.0126,0.0126,31,0.0126,4,,0.16
0.0126,0.0126,20,0.0126,4,,12.7
0.0126,0.0126,4,0.0126,0,,8.96
0.0126,0.0126,8,0.0126,3,,0.006
0.0126,0.0126,25,0.0126,4,,0.0097
0.0126,0.0126,23,0.0126,3,,3.85
0.0126,0.0126,21,0.0126,4,,0.0002
0.0126,0.0126,16,0.0126,5,,94.34
0.0126,0.0126,,0.0126,,,0.08115
0.0126,0.0126,25,0.0126,4,,32.83
0.0126,0.0126,1,0.0126,0,,31.21
0.0126,0.0126,7,0.0126,1,,41.51
0.0126,0.0126,26,0.0126,4,,3.95
0.0126,0.0126,26,0.0126,4,,0.0048
0.0126,0.0126,1,0.0126,0,,0.21
0.0126,0.0126,31,0.0126,5,,2.07
0.0126,0.0126,,0.0126,,,0.0001
0.0126,0.0126,10,0.0126,1,,3.84
0.0126,0.0126,,0.0126,,,73
0.0126,0.0126,18,0.0126,3,,0.0005
